,Unnamed: 0,title,publication date,subject,journal,DOI,author,abstract,from_database,tfidf_score
2477,2720,Screening for multiple sclerosis cognitive impairment using a self-administered 15-item questionnaire.,,,"Multiple sclerosis (Houndmills, Basingstoke, England)",,R H B Benedict,"Since there is a need for cost-effective screening techniques to identify neuropsychological impairment in multiple sclerosis (MS) patients, and because existing methods require cognitive testing with subsequent interpretation by a neuropsychologist, a brief self-report procedure was developed to screen for neuropsychological impairment in MS. In the first phase of the study, a pool of 80 items was generated based on a literature review and consultation with healthcare professionals. The set was reduced to 15 via Rasch analysis. Using these items, a brief (five minute) MS Neuropsychological Screening Questionnaire (MSNQ), including patient- and informant-report forms, was composed. In phase II, 50 MS patients and their caregivers completed the MSNQ. A comprehensive neuropsychological test battery was also administered. Analyses covered the reliability of the MSNQ and correlations between both patient- and informant-report scores and objective neuropsychological testing. Cronbach's alpha coefficients were 0.93 and 0.94 for the patient- and informant-report forms, respectively, and both forms of the test were strongly correlated with a more general cognitive complaints questionnaire. The patient MSNQ form correlated significantly with measures of depression but not with objective tests of cognitive function. In contrast, the informant form was correlated with patient cognitive performance but not depression. A cut-off score of 27 on the informant form of the MSNQ optimally separated patients based on a neuropsychological summary score encompassing measures of processing speed and memory. There were two false-negatives and one false-positive, giving the test a sensitivity of 0.83 and a specificity of 0.97. It is concluded, therefore, that this self-administered neuropsychological screening test is reliable and predicts neuropsychological impairment in MS patients with a reasonable degree of accuracy.",pubmed,0.7862960515140761
2468,2711,Evaluation of the Mississippi PTSD Scale--Revised using Rasch measurement.,,,Mental health services research,,Elizabeth Betemps,"This study used Rasch measurement theory to examine the Mississippi Scale--Revised for its utility in the development of an interval measure of posttraumatic stress disorder (PTSD). Rasch is a probability-based theory that provides both a measure of the person responding to the instrument and the location of each item calibration on one common construct or dimension. The study used a largely male sample of 153 veterans to evaluate the quality of the items defining PTSD, to describe how the items represent the symptom range of the disorder, and to assess the functioning of items in evaluating PTSD with and without comorbid MDD. Sixteen items were found to fit the measurement model. These items may be used to develop an interval scale of the PTSD construct that is generalizable across diverse populations and that can be used for individualized comparable assessments.",pubmed,0.785550022308532
3167,3478,Rasch analysis of the Beck Depression Inventory-II in stroke survivors: a cross-sectional study.,2014-02-05 00:00:00,,Journal of affective disorders,10.1016/j.jad.2014.01.013,Anners Lerdal,"The Beck Depression Inventory-II (BDI-II) is often used to assess depressive symptoms among stroke patients, but more evidence is needed regarding its psychometric properties in this population. The purpose of this study was to assess the BDI-II׳s psychometric properties using a Rasch model application in a sample of patients 6 months after a first clinical stroke.",pubmed,0.7811976557353881
4721,5180,Use of the functional assessment measure (FIM+FAM) in head injury rehabilitation: a psychometric analysis.,,,"Journal of neurology, neurosurgery, and psychiatry",,C A Hawley,"The drive to measure outcome during rehabilitation after brain injury has led to the increased use of the functional assessment measure (FIM+FAM), a 30 item, seven level ordinal scale. The objectives of the study were to determine the psychometric structure, internal consistency, and other characteristics of the measure.",pubmed,0.7781760481808095
3643,3996,Psychometric variables of the EMUN-AR scale using Rasch analysis,2019-03-31 00:00:00,,Biomedica : revista del Instituto Nacional de Salud,10.7705/biomedica.v39i1.4103,Mauricio Rivera,"Introduction: Self-report scales have been considered to be useful for evaluating and monitoring symptoms of manic-depressive illnesses. The EMUN-AR scale is one of such scales but it has not been validated.
Objective: To validate the EMUN-AR scale using Rasch models. 
Materials and methods: The EMUN-AR scale measures 26 items to assess comprehensively symptoms of manic-depressive illnesses in three domains: Frequency, severity, and level of disturbance caused by the symptoms. To test the psychometric properties of this scale, we used the exploratory factorial and Rasch analyses. The Rasch analysis included unidimensionality, reliability, item fit, threshold ordering, and person-item maps. 
Results: The study included 267 hospitalized patients, most of them with a manic episode diagnosis (n=204, 76.4%), and receiving pharmacological treatment. The factor structure was summarized in four domains: Activation, inhibition, depressive ideation, and maladaptive behavior. The Rasch analysis supported unidimensionality of the EMUN-AR factors, satisfactory levels of reliability, and appropriate item fit, except for one of the items measuring death or suicidal thoughts. However, the scale did not measure adequately the mild forms of the illness given its redundant and unordered thresholds.
Conclusion: The EMUN-AR was modified in two aspects: An item whose marginal indicators were poorly adjusted and the reduction in the number of categories. In its current form, the EMUN-AR is appropriate for measuring severe forms of the illnesses, but it does not adequately measure the mild forms of manic-depressive illnesses.",pubmed,0.7741948274774106
2637,2897,The Mini-Mental-37 test for dementia screening in the Spanish population: an analysis using the Rasch Model.,2012-07-19 00:00:00,,The Clinical neuropsychologist,10.1080/13854046.2012.704945,Gerardo Prieto,"Our aim was to analyze the psychometric properties of the Mini-Mental State Examination-37 using the Rasch Model (RM) in order to identify the cognitive domains that optimize detection of dementia in the Spanish population. All participants (n = 3955) were part of the NEDICES (Neurological Disorders in Central Spain) cohort study designed to detect dementia in persons aged 65 years and older. Clinical diagnosis of dementia (n = 178) was established by consensus of expert neurologists according to the Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) criteria. Results indicate that the items on the MMSE-37 have a good fit with the assumptions of the RM. None of the items on the MMSE-37 exhibits differential item functioning in relation to the groups. The items that assess orientation, attention, and language (repetition and comprehension) are those that best enable us to discriminate between the group with dementia and the group without dementia. The implications of the education and other sociodemographic characteristics of the population are discussed.",pubmed,0.7701966447922718
2857,3138,Making Sense of Variations in Prevalence Estimates of Depression in Cancer: A Co-Calibration of Commonly Used Depression Scales Using Rasch Analysis.,,,Journal of the National Comprehensive Cancer Network : JNCCN,,Sylvie D Lambert,"The use of different depression self-report scales warrants co-calibration studies to establish relationships between scores from 2 or more scales. The goal of this study was to examine variations in measurement across 5 commonly used scales to measure depression among patients with cancer: Hospital Anxiety and Depression Scale-Depression subscale (HADS-D), Centre for Epidemiologic Studies Depression Scale (CES-D), Patient Health Questionnaire-9 (PHQ-9), Beck Depression Inventory-II (BDI-II), and Depression Anxiety and Stress Scale-Depression subscale (DASS-D).",pubmed,0.768334931440103
104,119,Positive and negative affect schedule: psychometric properties for the Brazilian Portuguese version.,,,The Spanish journal of psychology,10.1017/sjp.2013.60,Pedro Pires,"This study is about the validity and item analysis for the Positive and Negative Affect Schedule (PANAS), respectively through the Exploratory Factor Analysis (principal components method) and the Partial Credit Model (PCM). The scale has been largely used in areas ranging from clinical to social psychology since its release in 1988 by Watson, Clark, and Tellegen. In order to assess validity and item properties (Item Response Theory paradigm), this is study administered PANAS to 354 respondents, 115 male and 239 female subjects, with an average age of 29.5 (SD = 10,18). The results show PANAS's excellent psychometric properties, with consistent dimensions and reliable item functioning, considering the Rasch measurement paradigm expressed in the PCM as an Item Response Theory model for polytomous data. The study considers important cultural issues and the results support more cautious translations for scales as well as further studies concerned with cross-cultural differences on the perception of affect states. ",pubmed,0.7672066019632413
1516,1668,Development of the Chinese version of the Hooper Visual Organization Test:  normative data.,,,International journal of rehabilitation research. Internationale Zeitschrift fur Rehabilitationsforschung. Revue internationale de recherches de readaptation,10.1097/MRR.0b013e3283588b95,Chwen-Yng Su,"The present study consisted of two phases: development and psychometric validation of a Chinese version of the Hooper Visual Organization Test (HVOT) using Rasch analysis and the provision of normative data on the basis of a representative sample of the Chinese-speaking population. The HVOT was administered to 1008 healthy adults aged 15-79 years, 60 patients with stroke, and 60 patients with schizophrenia. The results indicated that with 12 items removed, the resulting 18-item scale was found to be unidimensional, with satisfactory internal consistency and no evidence of differential item functioning or bias for age, sex and educational level. There were significant differences between each of the two patient groups and normal controls on the scores of the Rasch-developed measure. All test-retest coefficients exceeded 90 in patient samples. As performance on the Chinese version decreases with age and lower years of education, regression-based normative data that took age and education into account were established. A cut-off score of 21.5, out of an x-y range, the higher the better, resulted in a sensitivity of 0.86 and a specificity of 0.68. The normative data presented here will enable clinicians to determine different levels of visuosynthetic impairments more precisely.",pubmed,0.7654937885307599
2741,3011,An analysis of dimensionality using factor analysis (true-score theory) and Rasch measurement: what is the difference? Which method is better?,,,Journal of applied measurement,,Russell F Waugh,"One often hears the question asked, ""For questionnaire data measuring a variable, what difference does it make to use factor analysis/principal components analysis (true-score theory) or Rasch measurement in testing for dimensionality?"" This paper reports both factor analysis and Rasch measurement analysis for two sets of data. One set of data measures social anxiety for primary school students (N=436, I=10) and the second measures attitude to mathematics for primary-aged students (N=774, I=10). For both sets of data, the factor analysis suggests that the scores are reliable, and that inferences can be made that are valid for measuring school anxiety and attitude to mathematics. For both sets of data analyzed with Rasch measurement techniques, the reliability of the measures, the dimensionality of the measures, and the initial conceptualisation of the items, are called into question. It suggests that one cannot make valid inferences from the measures that were initially set up for true-score theory. The Rasch analysis suggests that items intended to measure a variable should be initially developed on a conceptualized scale from easy to hard, and that students should answer the items from this perspective, so that the Rasch analysis of the data tests this conceptualisation, and a linear scale can be created based on a mathematical measurement model with consistent units (logits).",pubmed,0.7502616647042207
2282,2505,Evaluating the performance of the Montreal Cognitive Assessment in early stage Parkinson's disease.,2017-01-28 00:00:00,,Parkinsonism & related disorders,S1353-8020(17)30029-9,Sandra L Kletzel,"Mild cognitive impairment is common in Parkinson's disease, even in the early stages, and can be a risk for developing dementia. To properly track development and progression of cognitive impairment, reliable measurement tools are necessary. The Montreal Cognitive Assessment is currently used as a global cognitive screening tool and has been recommended as an abbreviated diagnostic tool to measure mild cognitive impairment in the context of global cognitive function. However psychometric properties of the Montreal Cognitive Assessment in PD have not been assessed in this context.",pubmed,0.7476968049471677
333,368,Using Hospital Anxiety and Depression Scale (HADS) on patients with epilepsy: Confirmatory factor analysis and Rasch models.,2016-11-29 00:00:00,,Seizure,S1059-1311(16)30254-0,Chung-Ying Lin,"The problems of mood disorders are critical in people with epilepsy. Therefore, there is a need to validate a useful tool for the population. The Hospital Anxiety and Depression Scale (HADS) has been used on the population, and showed that it is a satisfactory screening tool. However, more evidence on its construct validity is needed.",pubmed,0.7424181825020825
3508,3853,Generic ABILHAND questionnaire can measure manual ability across a variety of motor impairments.,,,International journal of rehabilitation research. Internationale Zeitschrift fur Rehabilitationsforschung. Revue internationale de recherches de readaptation,10.1097/MRR.0b013e328343d4d3,Anna Simone,"ABILHAND is, in its original version, a 46-item, 4-level questionnaire. It measures the difficulty perceived by patients with rheumatoid arthritis as they do various daily manual tasks. ABILHAND was originally built through Rasch analysis. In a later study, it was simplified to a generic 23-item, three-level questionnaire, showing both cross-cultural (Belgium vs. Italy) and cross-impairment (rheumatoid arthritis vs. stroke) validity. Later research returned to the development of impairment-specific versions, with modified item sets and levels. Each version has its own Rasch-derived item difficulty calibrations, which are required to extract the patient's measure from the individual string of responses, through computerized algorithms. All of these hamper the practical application of the scale in rehabilitation units, where patients with diverse conditions may share similar impairments and treatment approaches. In this study through Rasch analysis the 'generic' scale was applied to 126 chronic patients with different upper limb impairments, and to 24 healthy controls. It was supported that the generic questionnaire remains valid across a variety of motor impairments. To further facilitate clinical application, a normative cut-off (>79 of 100) is suggested. Rasch-based item calibrations are provided together with a software routine designed to calculate, on individual patients, linear 0-100 measures and error estimates from the raw scores.",pubmed,0.7381417379632482
3776,4147,Rasch analysis of the hospital anxiety and depression scale (HADS) for use in motor neurone disease.,2011-09-29 00:00:00,,Health and quality of life outcomes,10.1186/1477-7525-9-82,Chris J Gibbons,"The Hospital Anxiety and Depression Scale (HADS) is commonly used to assess symptoms of anxiety and depression in motor neurone disease (MND). The measure has never been specifically validated for use within this population, despite questions raised about the scale's validity. This study seeks to analyse the construct validity of the HADS in MND by fitting its data to the Rasch model.",pubmed,0.7375706299777591
3715,4079,Rating scales in general practice depression: psychometric analyses of the clinical interview for depression and the Hamilton rating scale.,2014-09-22 00:00:00,,Journal of affective disorders,10.1016/j.jad.2014.09.013,Per Bech,"Our objective was to investigate to what extent the Clinical Interview for Depression (CID) used in the general practice setting covers clinically valid subscales (depression, anxiety, and apathy) which can measure outcome of antidepressant therapy as well as identifying subsyndromes within major depressive disorder. The CID was compared to the Hamilton Depression Rating Scale (HAM-D17).",pubmed,0.7366017398970982
3519,3864,Rasch analysis of the Hospital Anxiety and Depression Scale among caregivers of cancer survivors: implications for its use in psycho-oncology.,2010-07-28 00:00:00,,Psycho-oncology,10.1002/pon.1803,Sylvie Lambert,"The Hospital Anxiety and Depression Scale (HADS) is often used to screen for cancer caregivers' anxiety and depression, despite few studies examining the tool's psychometric performance within this population. The purpose of this article is to use Rasch analysis to assess the psychometric properties of the HADS in a sample of cancer caregivers.",pubmed,0.732573090750145
